gen_name,gen_country_second,gen_year,gen_election,ques_respositions,ques_numitems,ques_dnk,ques_weights,pos_method,vis_single,vis_rank_quant,vis_rank_notquant,vis_twodim,vis_threedim,vis_spider,designer_uni,designer_comp,designer_media,designer_ngo,elec_vaa,elec_ballot,elec_parliament,elec_electors,elec_users,website,Note,gen_country_first,match_cityblock,match_euclidean,match_agreement,match_2d,match_3d,match_6d,type,format,gen_weights
YLE Uutiset - Kuntavaalit,Kangasala,2012,Municipality,3,33,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,124,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-69,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,,2012,Municipality,3,32,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,19,,,1602,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-166,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Isojoki,2012,Municipality,3,30,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,13,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-109,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Turku,2012,Municipality,3,38,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,479,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-274,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,,2012,Municipality,3,32,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,13,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-128,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,,2012,Municipality,3,34,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,148,,,29482,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-175,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Pelkosenniemi,2012,Municipality,3,32,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,19,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-211,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Sauvo,2012,Municipality,3,32,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,39,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-148,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Tampere,2012,Municipality,3,38,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,509,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-265,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Kitee,2012,Municipality,3,34,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,51,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-170,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Raisio,2012,Municipality,3,29,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,101,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-2,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,,2012,Municipality,3,30,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,147,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-303,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Heinola,2012,Municipality,3,32,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,98,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-16,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Virolahti,2012,Municipality,3,30,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,23,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-291,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Rantasalmi,2012,Municipality,3,30,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,18,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-186,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Pargas,2012,Municipality,3,29,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,88,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-42,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Rautalampi,2012,Municipality,3,29,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,29,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-176,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Hollola,2012,Municipality,3,33,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,76,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-95,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,,2012,Municipality,3,29,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,29,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-224,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Pietarsaari,2012,Municipality,3,33,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,86,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-52,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,,2012,Municipality,3,31,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,33,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-1,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,,2012,Municipality,3,34,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,23,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-80,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Ylivieska,2012,Municipality,3,31,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,64,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-233,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,,2012,Municipality,3,29,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,34,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-207,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Outokumpu,2012,Municipality,3,29,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,44,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-90,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Nakkila,2012,Municipality,3,30,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,67,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-141,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Inari,2012,Municipality,3,33,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,52,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-48,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,,2012,Municipality,3,29,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,11,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-39,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Huittinen,2012,Municipality,3,32,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,56,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-59,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Kuhmoinen,2012,Municipality,3,32,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,25,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-261,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Uusikaarlepyy,2012,Municipality,3,28,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,29,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-17,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,,2012,Municipality,3,29,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,35,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-185,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Vaala,2012,Municipality,3,29,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,18,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-284,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Viitasaari,2012,Municipality,3,29,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,41,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-8,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Pukkila,2012,Municipality,3,31,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,16,,,1572,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-208,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Kemi,2012,Municipality,3,29,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,108,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-88,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Tarvasjoki,2012,Municipality,3,30,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,25,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-198,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Loviisa,2012,Municipality,3,32,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,92,,,12649,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-145,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Puumala,2012,Municipality,3,30,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,19,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-133,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Muonio,2012,Municipality,3,31,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,19,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-200,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,,2012,Municipality,3,30,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,39,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-239,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Savonlinna,2012,Municipality,3,32,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,157,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-241,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Teuva,2012,Municipality,3,31,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,43,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-149,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Janakkala,2012,Municipality,3,30,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,107,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-238,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Kolari,2012,Municipality,3,29,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,35,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-259,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,,2012,Municipality,3,29,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,33,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-180,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Hankasalmi,2012,Municipality,3,29,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,33,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-270,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Iitti,2012,Municipality,3,29,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,40,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-43,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Pori,2012,Municipality,3,35,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,263,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-202,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Virrat,2012,Municipality,3,30,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,46,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-299,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,,2012,Municipality,3,34,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,27,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-260,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Sastamala,2012,Municipality,3,32,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,107,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-56,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Vesanto,2012,Municipality,3,29,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,23,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-298,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Posio,2012,Municipality,3,30,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,20,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-205,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Kuhmo,2012,Municipality,3,29,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,48,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-115,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Salla,2012,Municipality,3,32,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,28,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-188,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Kangasniemi,2012,Municipality,3,31,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,22,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-72,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Sipoo,2012,Municipality,3,34,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,101,,,14040,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-250,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,,2012,Municipality,3,29,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,6,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-287,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,,2012,Municipality,3,31,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,19,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-191,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Ruovesi,2012,Municipality,3,30,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,41,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-292,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Muurame,2012,Municipality,3,30,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,66,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-100,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,,2012,Municipality,3,30,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,3,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-20,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Vehmaa,2012,Municipality,3,29,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,28,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-262,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,,2012,Municipality,3,32,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,24,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-226,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,,2012,Municipality,3,29,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,41,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-232,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,,2012,Municipality,3,31,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,18,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-220,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Vihti,2012,Municipality,3,34,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,117,,,21555,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-295,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Oulainen,2012,Municipality,3,31,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,33,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-25,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,,2012,Municipality,3,29,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,17,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-301,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,,2012,Municipality,3,31,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,39,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-195,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Paimio,2012,Municipality,3,31,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,72,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-106,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Helsinki,2012,Municipality,3,38,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,878,,,499692,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-33,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Loppi,2012,Municipality,3,32,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,69,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-144,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Soini,2012,Municipality,3,30,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,9,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-253,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Rauma,2012,Municipality,3,30,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,175,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-223,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,,2012,Municipality,3,29,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,18,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-215,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Rovaniemi,2012,Municipality,3,36,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,241,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-230,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,,2012,Municipality,3,37,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,402,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-66,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Pirkkala,2012,Municipality,3,33,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,98,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-32,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Kaavi,2012,Municipality,3,29,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,16,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-218,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Lieto,2012,Municipality,3,30,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,91,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-139,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,,2012,Municipality,3,30,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,22,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-280,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Espoo,2012,Municipality,3,38,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,498,,,194496,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-12,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,,2012,Municipality,3,29,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,14,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-15,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,,2012,Municipality,3,29,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,74,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-248,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Harjavalta,2012,Municipality,3,29,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,54,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-27,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,,2012,Municipality,3,33,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,94,,,13073,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-152,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,,2012,Municipality,3,29,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,3,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-137,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
YLE Uutiset - Kuntavaalit,Kinnula,2012,Municipality,3,30,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,8,,,,,https://vaalikone.yle.fi/index.php?emp=l-1.d-989.lt-1.rt-1.s-1.q-1.ps-146,,Finland,0,0,1,0,0,0,Candidate,Options,0.003289474
